location,text,hashtags
,Two more #CoVid19 articles worth reading. https://t.co/XfhUOqn5UZ and https://t.co/DSlxbi8m2l,"[{'text': 'CoVid19', 'indices': [23, 31]}]"
"New York, NY","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
marvins room ,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
Pakistan,"As of now, we have 225 confirmed cases of #COVID19. DGK quarantine 175, Lahore 34, Gujrat 4, Gujranwala 4, Jhelum 3, Rawalpindi 2, Multan 2 &amp; Sargodha has 1 patient. 

We are suspending #MetroBusService, temporarily, and disinfecting all buses. 
Stay Home, Stay Safe!","[{'text': 'COVID19', 'indices': [61, 69]}]"
London,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
,"So let me get this straight. You should NOT get tested for #COVID19 if you have no symptoms UNLESS you're @VP , Mother, @gop congressman, famous or a professional athlete? That's where we are, right?","[{'text': 'COVID19', 'indices': [78, 86]}]"
"Bailiwick of Jersey, United Kingdom","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
"California, USA","I just voted no on the partisan #COVID19  bill. Here's why: while nurses are being forced to make their own masks and gowns, McConnell and Trump are busy creating a taxpayer-funded slush fund for their buddies. I will stay here as long it takes to get this done the right way.","[{'text': 'COVID19', 'indices': [46, 54]}]"
"Halifax, Nova Scotia",Is watching #DarkPhoenix a new low during #COVID19 self isolation?,"[{'text': 'DarkPhoenix', 'indices': [12, 24]}, {'text': 'COVID19', 'indices': [42, 50]}]"
"Florida, USA","Trump says he will not disturb past presidents by reaching out to them amid the #COVID19 Crisis. He is too petty to ask for advice, even to save lives.  https://t.co/AxTRisYJNr","[{'text': 'COVID19', 'indices': [99, 107]}]"
"Washington, DC","Every American has a role to play.  Consider donating cash, giving blood or volunteering to help fight #COVID19:

🔹 Donate to or volunteer with a reliable organization. @NationalVOAD has a list of vetted non-profits: https://t.co/B98C5EvfPX https://t.co/qEoVLgghDc","[{'text': 'COVID19', 'indices': [113, 121]}]"
"Ogba, Nigeria","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Monterey, CA","Hey everyone, how how about we don't take the reduced traffic during the #COVID19 outbreak to drive like Maniacs? given our concerns about overtaxing are healthcare system we don't need to be scraping idiots off the pavement as well. #COVIDIOTS","[{'text': 'COVID19', 'indices': [73, 81]}, {'text': 'COVIDIOTS', 'indices': [234, 244]}]"
,"Wash your hands to the beat of this song!

To make sure that you properly scrub!

#covid_19mexico #COVID19 #Dia7decuarentena  #FelizDomingo #WashMyHandsChallenge  #YoMeQuedoEnCasa  #YoMeQuedoEnMiCasa  #covid_19italia  #covid_19usa #covid_19DE #Covid_19india #day7ofquarantine https://t.co/TbykKmuzQf","[{'text': 'covid_19mexico', 'indices': [103, 118]}, {'text': 'COVID19', 'indices': [119, 127]}]"
"Bristol, England","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Lagos, Nigeria","""I'm in the intensive care unit. I can't breathe without this.""

A woman suffering from #coronavirus symptoms has made a video urging people to ""not to take chances"" from her hospital bed.

Latest on #COVID19: https://t.co/xX6569w4M9 https://t.co/K9PeNYBr9R","[{'text': 'coronavirus', 'indices': [101, 113]}]"
IvyLand ,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Lagos, Nigeria","Oh God 🙏🏾everlasting king of glory , we glorify your name, please guide and protect us from #COVID19 for you are the cure .. Heal the world 😥","[{'text': 'COVID19', 'indices': [92, 100]}]"
,"My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[]
,".@realDonaldTrump: “Today, I am announcing action to help New York, California, and Washington ensure that the @USNationalGuard can effectively respond to this crisis...Through @FEMA, the federal government will be funding 100% of the cost...” #COVID19 https://t.co/uYpN4QCWL4",[]
,"During Q&amp;A session, Roussin says one Manitoba #covid19 patient was exposed while travelling in B.C. That’s the first domestic case in Manitoba, which still has not confirmed local transmission.","[{'text': 'covid19', 'indices': [62, 70]}]"
Georgia Pine,"If you need someone to talk with, to listen, or give support, call the CARES Warm Line at 844-326-5400. 

Our peer recovery coaches are answering the phones from 8:30 a.m. - 11:00 p.m., seven days per week #GARecovers #HopeDealers #gapol #COVID19 @Recovery_GCSA https://t.co/Sbm3Soe2tx",[]
"Boston, USA","Fauci: Physicians have the option to use drugs someone says anecdotally - not completely proven - may work; there are those who lean toward giving people the option. But my job as a scientist is to prove without a doubt that drug is not only safe, but it actually works. #COVID19",[]
Lesbian,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly",[]
,@wyndall93 @TessaBrownHR posted at all the sinks and everyone loved it!!! #HRSocialHour #EmergencyPreparedness #Covid19 #Handwashing,"[{'text': 'HRSocialHour', 'indices': [74, 87]}, {'text': 'EmergencyPreparedness', 'indices': [88, 110]}, {'text': 'Covid19', 'indices': [111, 119]}, {'text': 'Handwashing', 'indices': [120, 132]}]"
,"My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[]
,"#Italy may have had an unexplained strain of pneumonia as early as November and December 2019 with highly suspected symptoms of #COVID19, reports said. https://t.co/5AJS8RakT0","[{'text': 'Italy', 'indices': [21, 27]}]"
"Bangkok, Thailand",Exclusive: U.S. axed CDC expert job in China months before virus outbreak https://t.co/mmXZz0zNaU #usa #coronavirus #covid19 https://t.co/16VxlzdhkZ,"[{'text': 'usa', 'indices': [116, 120]}, {'text': 'coronavirus', 'indices': [121, 133]}]"
,"The gym in my office building closed on Tuesday. The studio where I take classes closed on Thursday. Yet, the Senate gym remains open today. What is going on?  #coronavirus #COVIDー19 #COVID19","[{'text': 'coronavirus', 'indices': [160, 172]}, {'text': 'COVIDー19', 'indices': [173, 182]}, {'text': 'COVID19', 'indices': [183, 191]}]"
Pacific Northwest,"Please don't take hydroxychloroquine (Plaquenil) plus Azithromycin for #COVID19 UNLESS your doctor prescribes it. Both drugs affect the QT interval of your heart and can lead to arrhythmias and sudden death, especially if you are taking other meds or have a heart condition.","[{'text': 'COVID19', 'indices': [89, 97]}]"
I am whoever you say I am...,"He cares about nobody on the front lines of #COVID19, t60+mins of life we can't get back after watching that rambling...He's pathetic! #TrumpVirus #PPENow #TrumpLiesPeopleDie #Clueless #BailOutThePeople #UniversalBasicIncomeNOW #NotMyPresident #POSPOTUS","[{'text': 'COVID19', 'indices': [60, 68]}]"
"Oaklandon, IN","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"New Delhi, India","#BREAKING:
There is an anti-malaria drug called Hydroxychloroquine that looks to be highly effective in treating #coronavirus.

Initial tests show that on a dose of 600mg, 90% of infected #COVID19 patients tested negative in just 6 days.

#Covid_19india","[{'text': 'BREAKING', 'indices': [0, 9]}, {'text': 'coronavirus', 'indices': [113, 125]}, {'text': 'COVID19', 'indices': [188, 196]}, {'text': 'Covid_19india', 'indices': [239, 253]}]"
Chicago,"Wisconsin #COVID19 breakdown by county: 

Bayfield 1
Brown 3
Calumet 1
Chippewa 1
Columbia5
Dane 61
Douglas 1
Dunn 1 
Eau Claire 4
Fond du Lac 16
Green 1 
Jefferson2 
Kenosha 10 
La Crosse5
Marathon 1
Milwaukee 182","[{'text': 'COVID19', 'indices': [25, 33]}]"
Canberra,"The #COVID19 situation is changing quickly, but if you remember anything, ensure you are social distancing at all times. @VC_ANU is asking us all to remind friends &amp; colleagues to keep their 1.5 metres distance for everyone's safety. 

Learn more: https://t.co/Z4NBxpbCLy https://t.co/i6XyUIiaVE","[{'text': 'COVID19', 'indices': [18, 26]}]"
🇨🇦 10 minutes from USA,"That moment when a ""president"" seems to be happy to see Senator Mitt Romney contract #COVID19.

He cannot control his own horrible, base instincts, even under the glare of national media attention during a global crisis.

There is no bottom. https://t.co/BHbbZVjEyg","[{'text': 'COVID19', 'indices': [101, 109]}]"
,"the fund through the account listed below. 

#MedTweetMY
#COVID19MTM
#COVID19 https://t.co/2l5z4lUUMx","[{'text': 'MedTweetMY', 'indices': [63, 74]}, {'text': 'COVID19MTM', 'indices': [75, 86]}, {'text': 'COVID19', 'indices': [87, 95]}]"
"Washington, DC","Taking #WeAreDTGlobal's #20literchallenge on this #WorldWaterDay leaves me feeling fortunate. Access = power = privilege. #COVID19 matters because it affects all classes, while water scarcity affects disproportionately the poor and vulnerable. #WWD2020  #ActNow","[{'text': 'WeAreDTGlobal', 'indices': [7, 21]}, {'text': '20literchallenge', 'indices': [24, 41]}, {'text': 'WorldWaterDay', 'indices': [50, 64]}, {'text': 'COVID19', 'indices': [122, 130]}, {'text': 'WWD2020', 'indices': [244, 252]}, {'text': 'ActNow', 'indices': [254, 261]}]"
"New Haven, CT","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
dansoman,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly","[{'text': 'COVID19', 'indices': [161, 169]}, {'text': 'WeStandWithItaly', 'indices': [170, 187]}]"
,"BREAKING:

@SpeakerPelosi is officially one of the worst human beings our Country currently knows....

Using the CoronaVirus for her own political schemes....utterly shameful! 

Disgraceful....

RT! 

#COVID19",[]
Italy,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly","[{'text': 'COVID19', 'indices': [161, 169]}, {'text': 'WeStandWithItaly', 'indices': [170, 187]}]"
Ohio,"David Lat, a 44-yo @Yale Law School grad, is in ICU on a ventilator, as he battles #COVID19. Lat is fit and has run 2 marathons; he also has a history of exercise-induced asthma.

His husband: “Any thoughts or prayers people have are much appreciated.”🙏
https://t.co/3IQDe13CtN","[{'text': 'COVID19', 'indices': [102, 110]}]"
"Alberta, Canada/Treaty 6 Land","After 4 #COVID19 intubations in the last 2 days w/severe #ARDS &amp; ED dwell times ⬆️’ing for ICU pts, let’s talk vent mgmt for these patients beyond the basics.

Tonight, I learned about the importance of paralysis. How about you? #MedTwitter

CXR at baseline, 4 hours, and 7 hours. https://t.co/BYJW3buucM","[{'text': 'COVID19', 'indices': [24, 32]}, {'text': 'ARDS', 'indices': [73, 78]}]"
"Kitchener, ON","We are supporting frontline workers responding to #Covid19. It’s the right thing to do. 

#ONpoli #CDNpoli https://t.co/3AOvDmhKvW","[{'text': 'Covid19', 'indices': [63, 71]}, {'text': 'ONpoli', 'indices': [103, 110]}, {'text': 'CDNpoli', 'indices': [111, 119]}]"
"Tallahassee, FL",Our second webinar on #COVID19 is now available on demand: https://t.co/AoTnDm4Ds4,"[{'text': 'COVID19', 'indices': [32, 40]}]"
"St. Louis, MO","I am in a 2 physician family, and my spouse and I spent the last few days revising our will. Who should be the executor, who has power of attorney, who gets the kids (each with a three-person order of succession)

This is for all the people who are not taking #COVID19 seriously.",[]
"Meaford, Ontario","By completing an honest declaration, you are doing your part to keep Canada safe. This includes informing a #CBSA officer if you have a cough, difficulty breathing, or indication of a fever. For more information on #COVID19: 
🌐 https://t.co/MB0H83AdJd 
☎️ 1-833-784-4397 https://t.co/GMQzpZif2u","[{'text': 'CBSA', 'indices': [123, 128]}]"
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Cloverdale, Indiana","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
"Lake County, CA",".@GavinNewsom This is NOT personal protective equipment, but it's what CA nurses are being told to wear to fight #COVID19.
 
Don’t wait for Trump! #ProtectNurses and save lives. Use state funds NOW to pay businesses to make PPE for health workers. https://t.co/w0gOEN8k7c","[{'text': 'COVID19', 'indices': [128, 136]}]"
,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly","[{'text': 'COVID19', 'indices': [161, 169]}, {'text': 'WeStandWithItaly', 'indices': [170, 187]}]"
"London, England","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
Louisiana,"#MittRomney, who voted for 1 article of #impeachment against #Twitler , self-isolates because he was in the Senate gym and #RandPaul, in there, too, was given a positive for #COVID19. Romney's wife is vulnerable.
#DonTheShmuck gives his opinion.
#DumpTrump
https://t.co/bEUMRrtZ4F","[{'text': 'MittRomney', 'indices': [17, 28]}, {'text': 'impeachment', 'indices': [57, 69]}, {'text': 'Twitler', 'indices': [78, 86]}]"
Federative Republic of Brazil,"This is the face of someone who just spent 9 hours in personal protective equipment moving critically ill Covid19 patients around London.

I feel broken - and we are only at the start. I am begging people, please please do social distancing and self isolation #covid19 https://t.co/hs0RQdvsn3",[]
"Otsego County, New York",I continue to hear from family farmers about how the #COVID19 pandemic is exacerbating the down farm economy. Our farmers need relief &amp; I'm glad to have @RepMarkPocan joining me in urging leadership to include provisions for small farms in future #Coronavirus legislation. https://t.co/sj7Xy8HeKN,"[{'text': 'COVID19', 'indices': [69, 77]}]"
,"Could I encourage everyone to support provincial newspapers during the #Covid19 emergency. I’m so saddened to hear of troubles facing the #anglocelt, which I read as it’s coverage of the border region is second to none. Local newspapers hold power to account #newspapers","[{'text': 'Covid19', 'indices': [89, 97]}]"
"Atlanta, GA","How to celebrate your birthday during this #COVID19 pandemic while social distancing=Have a virtual birthday party! 

Free entry, free parking, BYOB 🔥 https://t.co/CE4QnkGuSS","[{'text': 'COVID19', 'indices': [43, 51]}]"
"Dublin, Ireland, Rock, Space.","Fine Gael flip flopping their way through this corona crisis they are carrying on like Fianna Fáil 

#CoronaVirusIreland #COVID19","[{'text': 'CoronaVirusIreland', 'indices': [101, 120]}, {'text': 'COVID19', 'indices': [121, 129]}]"
"Rising Fawn, GA ",Please follow social distancing guidelines to avoid #COVID19. Thanks to @TheNationalMall you can do that via the #BloomCam here: https://t.co/KrbT6wZWAI and still enjoy the beloved Cherry Blossoms on @NationalmallNPS,"[{'text': 'COVID19', 'indices': [64, 72]}, {'text': 'BloomCam', 'indices': [125, 134]}]"
northern ontario,"My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[]
proudly 🇳🇬,"This photo circulating about a case of #COVID19 in Kano allegedly reported by @BBCWorld is FALSE

This image has been doctored to spread fear and panic

Details on confirmed cases can be found via https://t.co/bynbDWi0gm

#FactsNotFear
#COVID19Nigeria https://t.co/HQ9DdL9N9s","[{'text': 'COVID19', 'indices': [52, 60]}]"
Twittersphere,"Government Action urged as #TravelAdvice ignored
Can't appeal to #thickies spreading #Covid19 #Coronavirus
Shoot em! We've got plenty more!
https://t.co/flhNWC7hMV","[{'text': 'TravelAdvice', 'indices': [27, 40]}, {'text': 'thickies', 'indices': [65, 74]}, {'text': 'Covid19', 'indices': [85, 93]}, {'text': 'Coronavirus', 'indices': [94, 106]}]"
,"@Dr_Idota @jubril_bilal @iykimo @BashirAhmaad @Fmohnigeria @MBuhari @NCDCgov @LSMOH I have been switching between Al Jazeera, Sky News, BBC and CNN and frankly I am worried. Italy is in a terrible state. Hmmm! We cannot afford to get to that point. I pray we do not. Averagely that's what we do. Pray.
#Covid19
#WashYourHands","[{'text': 'Covid19', 'indices': [302, 310]}, {'text': 'WashYourHands', 'indices': [311, 325]}]"
"Portland, OR","If I die from #COVID19, please politicize my death in the fight for #M4A. Pass it on. https://t.co/hI5j1spiCV","[{'text': 'COVID19', 'indices': [32, 40]}, {'text': 'M4A', 'indices': [86, 90]}]"
,"Hi. Here are some impressions of Irish ppl famous around the world, in one take, to wish you all a #HappyStPatricksDay amid #COVID19 Enjoy! #RTEVirtualParade 🇮🇪 https://t.co/tK2dv3XrHU","[{'text': 'HappyStPatricksDay', 'indices': [117, 136]}]"
Nigeria,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
"New York, NY","https://t.co/6PX52xk41j READ: Letter to @NYGovCuomo &amp; @NYCMayor calling for emergency action to meet the survival needs of homeless NYers amid COVID19 pandemic. 80K ppl are homeless in NYC. Ppl need housing, food &amp; sanitation. Not policing or jails. #HomelessCantStayHome #covid19 https://t.co/ljwNA5bMaj","[{'text': 'HomelessCantStayHome', 'indices': [258, 279]}, {'text': 'covid19', 'indices': [280, 288]}]"
"Indiana, USA","I've been trying to stay off social media (with the exception of my family on Facebook), but this has been a devastating week. If things don't turn around soon, the hotel industry is going to collapse. I'm so worried and stressed out. #COVID19 #hotels","[{'text': 'COVID19', 'indices': [235, 243]}, {'text': 'hotels', 'indices': [244, 251]}]"
London,"What life's like quarantined in Italy, by a person quarantined in Italy | #Covid19
https://t.co/F0HvrfW21T https://t.co/ihwSCMIUf1","[{'text': 'Covid19', 'indices': [74, 82]}]"
,#Covid19 Update https://t.co/4avMio6CNI,"[{'text': 'Covid19', 'indices': [14, 22]}]"
"Virginia, USA","Yet more anonymous, unaccountable briefings on the UK government’s escalating #COVID19 measures, this time from a “senior government source.” This is reckless. https://t.co/odQmpf3rQ1","[{'text': 'COVID19', 'indices': [93, 101]}]"
,"To stop the spread of #COVID19, we are all washing our hands more, but are we doing it right? This video shows you where you may be going wrong.
#covıd19 
#corona https://t.co/dwxtM1cbVs","[{'text': 'COVID19', 'indices': [38, 46]}]"
,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
,"If their #Adrenochrome is tainted with #COVID19 it means someone on the inner circle has flipped.

How else would the locations of the inventory be known/accessed? They know there’s AT LEAST one White Hat in the supply chain - and they’re panicked. 

#CabalTakedown #QAnon","[{'text': 'Adrenochrome', 'indices': [24, 37]}, {'text': 'COVID19', 'indices': [54, 62]}]"
,"That moment when a ""president"" seems to be happy to see Senator Mitt Romney contract #COVID19.

He cannot control his own horrible, base instincts, even under the glare of national media attention during a global crisis.

There is no bottom. https://t.co/BHbbZVjEyg","[{'text': 'COVID19', 'indices': [101, 109]}]"
,"We wants to bring the #MMA world together during the #COVID19 pandemic, so we got fighters to sing our version of ""Imagine""… https://t.co/SNsiGYAbxr","[{'text': 'MMA', 'indices': [39, 43]}, {'text': 'COVID19', 'indices': [70, 78]}]"
,"PLEASE RETWEET -
ICMR: List of Operational Laboratories for #COVID19 testing. https://t.co/gjQjCpLNaU","[{'text': 'COVID19', 'indices': [76, 84]}]"
🇵🇭| 🇨🇦,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Oakland, CA","Severe lack of #COVID19 testing means we need alternate methods to understand community transmission.

We are launching @COVIDNearYou crowdsourcing platform. Take a few seconds to report your symptoms and help us build a national picture of #coronavirus.

https://t.co/2g1hyMQldW https://t.co/mhIY9VnnGM","[{'text': 'COVID19', 'indices': [35, 43]}]"
United States,Our @StateDept team is working around the clock to identify transportation options for U.S. citizens stranded by the #COVID19 crisis and seeking to return home. Register at https://t.co/t49IZiiE77 and follow the nearest U.S. embassy website for the latest local alerts.,[]
,"#coronavirus #COVID19 #SARS_COV_2 

So much for #pandemic preparedness!
😷 👇
https://t.co/Q6XigRqrCT https://t.co/HAiDujfZYu","[{'text': 'coronavirus', 'indices': [0, 12]}, {'text': 'COVID19', 'indices': [13, 21]}, {'text': 'SARS_COV_2', 'indices': [22, 33]}, {'text': 'pandemic', 'indices': [48, 57]}]"
"Washington, DC","Thanks to the marvels of technology (@zoom_us + @BridgeBase), spent a fun evening of #socialdistancing with friends from our regular bi-weekly #bridge group. #cards #games #COVID19","[{'text': 'socialdistancing', 'indices': [85, 102]}, {'text': 'bridge', 'indices': [143, 150]}, {'text': 'cards', 'indices': [158, 164]}, {'text': 'games', 'indices': [165, 171]}, {'text': 'COVID19', 'indices': [172, 180]}]"
,#Cuban medics arriving in #Italy where they will be helping to combat the #COVID19 pandemic. https://t.co/CXg2rZgPPe,"[{'text': 'Cuban', 'indices': [16, 22]}, {'text': 'Italy', 'indices': [42, 48]}, {'text': 'COVID19', 'indices': [90, 98]}]"
"Signal Hill, CA","Someone hit a nerve.

Q: Did you or your family sell stocks or make investments in advance of the #COVID19 crisis?

Trump: ""No, I don't have stocks...I didn't even think about [making investments]...it's very interesting that you asked a question like that...a nasty question..."" https://t.co/EpjI70kNr1","[{'text': 'COVID19', 'indices': [116, 124]}]"
,"READ: Letter to @NYGovCuomo &amp; @NYCMayor calling for emergency action to address the survival needs of homeless NYers amid #COVID19 pandemic.

80K people are homeless in NYC. Ppl need housing, food &amp; sanitation. Not policing or jails. #HomelessCantStayHome

https://t.co/nR8Y6cv7iu https://t.co/w3s09s2RSx",[]
"Karachi, Pakistan","#Coronavirus Lockdown Begins across the #Sindh

Message is very clear by #PakistanRangers

Stay At Home - Save Others

#COVID19 #KarachiLockDown #SindhLockDown #StayAtHome https://t.co/z5ESnhzC7D","[{'text': 'Coronavirus', 'indices': [15, 27]}, {'text': 'Sindh', 'indices': [55, 61]}, {'text': 'PakistanRangers', 'indices': [88, 104]}]"
"Phoenix, AZ","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"The Greatest On Earth, USA","Hey genius, while you were trying to impeach 45, 45 was banning Chinese people from coming to this country and advising Americans not to travel to China. #COVID19 https://t.co/OiK01k4N8q",[]
En mis nostalgias,".@realDonaldTrump: “Today, I am announcing action to help New York, California, and Washington ensure that the @USNationalGuard can effectively respond to this crisis...Through @FEMA, the federal government will be funding 100% of the cost...” #COVID19 https://t.co/uYpN4QCWL4",[]
ALEC MUST SEE,"I just voted no on the partisan #COVID19  bill. Here's why: while nurses are being forced to make their own masks and gowns, McConnell and Trump are busy creating a taxpayer-funded slush fund for their buddies. I will stay here as long it takes to get this done the right way.","[{'text': 'COVID19', 'indices': [46, 54]}]"
FLORIDA the Drippy Penis state,"Former movie producer Harvey Weinstein, now one of New York's most notorious prison inmates after being sentenced for sexual assault, has tested positive for #COVID19, according to officials connected to the state prison system. https://t.co/y2uWJTY0T8",[]
,Use this #COVID19 checklist to make sure you are supplied for 14 days of quarantine. https://t.co/zwoJcKJ7qS,"[{'text': 'COVID19', 'indices': [19, 27]}]"
"Tamil Nadu, India",#appreciation: Join me to appreciate the selfless service of medical fraternity!! The real warriors fighting #Covid19 on behalf of us. #clapforourcarers #Vijayabaskar #TNGovt https://t.co/1DGUJbB4Iy,"[{'text': 'appreciation', 'indices': [21, 34]}, {'text': 'Covid19', 'indices': [130, 138]}]"
japan where the good ones go,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
keeprestinguncles..,New Orleans is taking down basketball goals in @NORDCommission parks. #StayHome #RegionalPressConfrence #Covid19 #Coronavirus https://t.co/2iY1VZQP4V #NewOrleans @CityOfNOLA,"[{'text': 'StayHome', 'indices': [89, 98]}, {'text': 'RegionalPressConfrence', 'indices': [99, 122]}, {'text': 'Covid19', 'indices': [123, 131]}]"
"Lagos, Nigeria","Breaking: Emirates, one of the largest long-haul airlines in the world, will suspend ALL flights ⚠️  #COVID19 https://t.co/pfUHW3d3rA","[{'text': 'COVID19', 'indices': [116, 124]}]"
"Pittsburgh, PA","Testing resources for #SARSCoV2 #COVID19 from @AMPath for molecular diagnostics professionals

https://t.co/YW2FYBfFMQ","[{'text': 'SARSCoV2', 'indices': [34, 43]}, {'text': 'COVID19', 'indices': [44, 52]}]"
,"The actions we take today could mean the difference between life &amp; death for many of our neighbours.

When this is over, will you be able to look at yourself in the mirror &amp; honestly say you did everything you could to help?

Make sure the answer is yes.

#vanpoli #COVID19",[]
"Seattle, WA","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
Texas Panhandle ✭,"“For those who are worried &amp; afraid, please know that as long as I’m your president, you can feel confident that You have a leader who will ALWAYS FIGHT for you &amp; I will never stop until we WIN.” - President @realDonaldTrump #coronavirus #COVID19 https://t.co/9ufdUaMYIE",[]
"Didsbury, Alberta","Limit the spread of illnesses like #COVID19: sneeze or cough into a tissue or your elbow, and dispose of used tissues as soon as possible. #coronavirus #flattenthecurve","[{'text': 'COVID19', 'indices': [53, 61]}]"
"Berlin, Germany","2/
Senior figures insistent that the changes they made to the virus clampdown were not ""a U-turn"" but a vehicle accelerating faster along a track already laid.

In truth, they no more resemble what went before than the space shuttle did a Citroën 2CV.

#COVID19 #Cummings #Johnson https://t.co/XgBzfYP2At",[]
"Ohio, usa","1. The US has 2.3 million people behind bars. As #COVID19 #coronavirus makes its way into our prisons, jails, and detention facilities, we are headed toward a humanitarian disaster that is getting very little attention.","[{'text': 'COVID19', 'indices': [67, 75]}, {'text': 'coronavirus', 'indices': [76, 88]}]"
United States,Trump has chosen to use divisive and racist rhetoric on #COVID19 to distract from his failures as commander-in-chief. This endangers communities in our country. #StopRepeatingHistory https://t.co/c1CbVwUjBN,"[{'text': 'COVID19', 'indices': [77, 85]}]"
