location,text,hashtags
,"Doctors and nurses are getting a lot of mention for treating #COVID19 patients. Can we please take a moment to also recognise the vital work from domestic staff, kitchen staff, OT’s, PT’s, pharmacists It is a team effort, anyone working in an #NHS hospital is on the frontline.","[{'text': 'COVID19', 'indices': [81, 89]}]"
,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly",[]
"#Vancouver, BC, Canada","Economic package included help for renters. “No one will be evicted because of #COVID19...No worker will lose their job for self-isolating or helping a loved one,” says premier. Approximately half of the money will be for people and services, the other half for businesses. #cbc","[{'text': 'COVID19', 'indices': [93, 101]}]"
"West Midlands, England","Scientists believe each person with cov-id19 infects 2.5 people + that takes about 5 days.30 days after that 1st infection more than 400 people will be infected. if we all reduce our exposure by 1/2 after 30 days, that 1st infection would have led to only 15 infections #StayHome","[{'text': 'StayHome', 'indices': [270, 279]}]"
,"Breaking: Italy reported 4,790 new #coronavirus cases and 602 deaths.  Totaling to 63,928 cases &amp; 6,078 deaths.","[{'text': 'coronavirus', 'indices': [56, 68]}]"
Worldwide,"At Fiberon Technologies, Inc  we are doing our best to keep our worldwide offices open and operational despite the recent developments in the world related to the COVID-19 virus (part 1).",[]
Ela/Dela 💛,#AskODAAT How do you think Elena would feel about the CoVid-19?,"[{'text': 'AskODAAT', 'indices': [0, 9]}]"
United States,"Hey @TheDemocrats, what does ballot harvesting have to do with COVID-19?

Asking for 327 million friends https://t.co/aYjXOlPRM5",[]
"Toronto, Ontario","A plea from doctors in Italy: To avoid Covid-19 disaster, treat more patients at home https://t.co/fjUATsYWkp via @statnews",[]
New York City,".@NYCMayor #coronavirus update: Received news 400 ventilators from the federal stockpile are arriving now to help the city, ""a huge step forward”, but more will be needed. WATCH LIVE: https://t.co/Bzzp0aijSo https://t.co/fxdfxxJ49z","[{'text': 'coronavirus', 'indices': [11, 23]}]"
UAE,"A List Of #Fintech Firms Providing Free Technology To Banks During The #Coronavirus Crisis

https://t.co/mSWDwTY2pp

#banking #finserv #COVID19 

@JimMarous @SpirosMargaris @leimer @RAlexJimenez @Xbond49 @BrettKing @cgledhill @Chris_Skinner @Visible_Banking @UrsBolt","[{'text': 'Fintech', 'indices': [24, 32]}, {'text': 'Coronavirus', 'indices': [85, 97]}, {'text': 'banking', 'indices': [131, 139]}]"
Nairobi,"Bogota mayor @ClaudiaLopez has created 22KM of bike lanes overnight by turning a lane for cars into a 2-way bike lane.

This is a permanent move that is initially aimed at reducing the spread of #covid19 #Coronavirus due to overcrowding on city buses and trains.

#KillingTwoBirds https://t.co/4ihtqi1asm",[]
Iowa,Pandemic Prayer Calendar https://t.co/vJSFK0UWG7,[]
India,Ahmedabad firm first in India to get licence to make Covid-19 testing kits - Ahmedabad Mirror https://t.co/kyg1WhOD2d how predictable,[]
"Clawson, MI","America: How can we raise insurance prices for COVID-19 coverage?

Ontario: We've decided you don't need a health card to access free healthcare during this pandemic",[]
Twyford and London,"Emergency Covid-19 Alert | You must now stay at home - protect our NHS and save lives.

#StayHomeSaveLives
#London #Covid19uk https://t.co/xA2wIldsjF","[{'text': 'StayHomeSaveLives', 'indices': [105, 123]}, {'text': 'London', 'indices': [124, 131]}]"
,Me and the gang pulling up in eid outfits when COVID-19 is finished https://t.co/4TiBZ8YcQz,[]
"Washington, D.C.","On 3/25/20  @ 3- 4pm ET @US_FDA will host virtual Town Hall for clin labs, IVD mfgs developing or already developed #coronavirus tests, to answer technical questions about development, validation of tests &amp; FDA’s 3/16/20 policy on Dx tests  https://t.co/VwIEWWuZ5M","[{'text': 'coronavirus', 'indices': [116, 128]}]"
,"Today, Tim Martin sent us a video of himself seemingly at home with a drink of something, whilst his staff are left wondering if their jobs are safe. This is our response. #Coronavirus #lockdown #Spoonstrike #TimMartin https://t.co/OXmpeRjo9r",[]
,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[]
Somewhere over the rainbow,"Nothing has changed. They are still the enemy of #Ireland. They want to crash the economy again to get you into more debt slavery for their globalist masters. While you continue to support them, they will continue to destroy your lives and your children’s futures #Coronavirus https://t.co/ffYegvgYET","[{'text': 'Ireland', 'indices': [63, 71]}]"
,NBC's @TODAYshow actually calls out Dems for playing politics with #COVID19 relief https://t.co/aHIs64nGRy,"[{'text': 'COVID19', 'indices': [67, 75]}]"
"Perth, Western Australia","#RNBreakfast it is simply incomprehensible that the Morrison Govt, and Stuart Robert in particular, did not foresee the human disaster at #Centrelink yesterday .. if the press does not get that this is a marker of gross incompetence by the Morrison Govt we are doomed #coronavirus","[{'text': 'RNBreakfast', 'indices': [18, 30]}]"
Ireland,"The #COVID19 pandemic is accelerating. It took 67 days from the 1st reported case to reach the first 100K cases, 11 days for the second 100K cases &amp; just 4 days for the third 100K cases.
These numbers matter, these are people, whose lives &amp; families have been turned upside down. https://t.co/VydhLBNq36","[{'text': 'COVID19', 'indices': [18, 26]}]"
Ghana Accra,‘Fearlessly naive’ #coronavirus vaccine volunteers recount experience https://t.co/1ftTJBoSYj @IrmaRaste @eViRaHealth #coronavirus #COVIDー19 #COVID19 #CoronavirusPandemic #HealthcareHeroes #healthworkers #StayHome https://t.co/99e2qtXeh2,"[{'text': 'coronavirus', 'indices': [36, 48]}]"
"Santa Ana, CA",When you’re a goalkeeper... and an only child... in self isolation... and trying to keep up with your training... 😂😂came up with this himself! I’m so impressed. #coronavirus #StayHomeStaySafe https://t.co/FFzJ1LE3N1,[]
ENUGU Nigeria,"#HCPs: COCA Call on Tues, March 24, at 2pm ET can also be found on COCA’s Facebook profile via Facebook Live. Topic: Underlying Medical Conditions and People at Higher Risk for Coronavirus Disease 2019 (#COVID19). Learn more: https://t.co/KM3zjF5EUu https://t.co/ut9JATwlnT","[{'text': 'HCPs', 'indices': [12, 17]}]"
"Birmingham, Alabama","Danny Devito, other New York celebrities plead with residents to stay home during COVID-19 pandemic.

https://t.co/BrsfsFWbWx",[]
"Gloucester, England","A message to me from a doctor at a London hospital.
They've run out of ventilators and many people in 30s, 40s &amp; 50s with no health issues will die alone, waiting for the ICU. She says 'don't go out unless you can't survive.' Asks me to tell everyone I know. That's you. #StayHome",[]
,"Al-Bayyazin Mosque in #Granada made public #Adhan yesterday after 500 years since the Islamic call to prayer was banned in #Spain.

Some Muslims have been turned their neighbourhoods into places where the adhan is being said aloud through their windows.

#Coronavirus #COVIDー19 https://t.co/LwJE5bCJso","[{'text': 'Granada', 'indices': [38, 46]}, {'text': 'Adhan', 'indices': [59, 65]}]"
behind you!!!,Universities are training students on how to test for covid 19 around the world. What are nigerian universities doing?,[]
,"Any bill Congress puts forward must focus on ending the public health crisis and put people ahead of corporate bailouts—what are we doing to help workers, families, small business owners, patients, &amp; health care providers who are on the front lines of this #COVID19 pandemic?",[]
Dublin,"Political words are bought or borrowed. Political actions are owned. I loathe the #Tories, but Boris Johnson did well and right tonight. No nonsense, straight up. This is a health crisis not a PR crisis. Now is the time to save lives. Not polish image. #UKlockdown  #COVID19","[{'text': 'Tories', 'indices': [97, 104]}]"
Catching flights🦋✈️ ,"After COVID-19 is over, I better NEVER hear anyone trash ""low end"" workers again. Those people at the grocery store, the Dollar General workers, those fast food workers, the Walmart employees, those people you didn't even think deserved to have a wage to survive on?",[]
BFLO NY (716),"For those without #Facebook, watch today's #coronavirus/#COVIDー19 update on @ErieCountyNY's Youtube page:

https://t.co/tpgnz2ASnC","[{'text': 'Facebook', 'indices': [37, 46]}, {'text': 'coronavirus', 'indices': [62, 74]}, {'text': 'COVIDー19', 'indices': [75, 84]}]"
Canada,"The #coronavirus is the Chinese government’s shame to wear. When this is over, @realDonaldTrump and America need to investigate China’s negligence in the deaths of 1000s and the destruction of our globa economies and pay reparations to those families. https://t.co/KYpqxDd99N","[{'text': 'coronavirus', 'indices': [4, 16]}]"
Not London anymore 😯,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Brussels, Belgium","Going it alone. Even if some health experts are criticising it, Swedes are broadly supporting the government's approach, according to an opinion poll from today. #coronavirus #COVIDー19 
https://t.co/Zxq5aUtbsY","[{'text': 'coronavirus', 'indices': [162, 174]}, {'text': 'COVIDー19', 'indices': [175, 184]}]"
"Αττική, Ελλάς","In this thread, I collect the threads about #COVID19 #SARSCoV2 that I have prepared on various aspects of the coronavirus pandemic. Please note that the situation is fluid and knowledge may change and be updated. Feel free to suggest topics in response to this tweet. 1/","[{'text': 'COVID19', 'indices': [62, 70]}, {'text': 'SARSCoV2', 'indices': [71, 80]}]"
West Sussex,Simply people the sooner we all stay at home the sooner we can beat this virus and start to get back to a normal life #StayAtHomeSaveLives #staysafe,[]
A place where dim stars shine.,This is RITM Director Dr. Celia Carlos who was allegedly unjustly removed from her position because she refused to prioritize the processing of COVID-19 tests of asymptomatic politicians and other VIPs over patients with symptoms. RESPECT! #JusticeforDrCarlos #NOtoVIPTesting https://t.co/8dIzFxe9vH,[]
"London, England","PM @BorisJohnson gives an important update on #coronavirus 
#StayHomeSaveLives https://t.co/MQo2EVVDcD","[{'text': 'coronavirus', 'indices': [67, 79]}, {'text': 'StayHomeSaveLives', 'indices': [81, 99]}]"
"Ashland, KY","Thank you to all of the businesses and individuals stepping up to donate face masks &amp; other essential supplies to those on the front lines. We are forever grateful. Together, we will beat #COVID19. #TogetherKy #TeamKentucky",[]
,"Coronavirus Update (Live): 372,691 Cases and 16,314 Deaths from COVID-19 Virus Outbreak - Worldometer https://t.co/szhcj73s8R",[]
W12 EA37,#staysafe everyone 😷 https://t.co/54uQrlzeIM,"[{'text': 'staysafe', 'indices': [0, 9]}]"
Bestern Civilization,"UK NOW UNDER A #CORONAVIRUS LOCKDOWN

POLICE HAVE POWER TO ENFORCE COMPLIANCE IF NECESSARY

GATHERINGS OF MORE THAN TWO PEOPLE BANNED https://t.co/RpNPcfH86s","[{'text': 'CORONAVIRUS', 'indices': [34, 46]}]"
Somewhere near Hutton Orbital,"#COVID19NS: When May an Employee Lawfully Refuse to Work?

#employmentlaw #occupationalhealthandsafety #covid19novascotia #SocialDistancing 

https://t.co/aO9aPHXYEw","[{'text': 'COVID19NS', 'indices': [16, 26]}, {'text': 'employmentlaw', 'indices': [75, 89]}, {'text': 'occupationalhealthandsafety', 'indices': [90, 118]}, {'text': 'covid19novascotia', 'indices': [119, 137]}]"
Iceland,"""Dear World,
How does it feel to be quarantined?
Sincerely,
14-years-besieged #Gaza.""
This message almost conquered the timelines of #Palestinian youth from the Strip as they reminded the world of their misery and sympathise with #coronavirus victims around the world. https://t.co/u3ftJ18fwd","[{'text': 'Gaza', 'indices': [95, 100]}]"
"Philadelphia, PA","'Safe' sex is different in the time of COVID-19—here's what you need to know

https://t.co/EZCTGYoRnm",[]
"San Francisco, CA","Visited the Emergency Watch and Response Centre in Ottawa, one of the many places where hundreds are working around the clock to help bring Canadians back home. 📞📠✈️

We are making progress. More to come in coming days. #COVID19 https://t.co/y59rhQxKao",[]
"Harrisonburg, VA",Great-Grandmother Who Almost Died From COVID-19 Is Now Free Of The Virus https://t.co/2gQlOnHvid,[]
"Sassari, Sardinia","#Coronavirus can isolate us but it cannot separate us from the ties that bind us together. With patience and resolve, data and evidence, and the whole nation working together, we will get through this. https://t.co/AtyZFruZl2","[{'text': 'Coronavirus', 'indices': [17, 29]}]"
,We can beat this...! #Covid19. Come On You South Africans #COYSAFAS,"[{'text': 'Covid19', 'indices': [21, 29]}, {'text': 'COYSAFAS', 'indices': [58, 67]}]"
,"I am not going to stay silent. The world should be up in arms over disgusting Chinese wet markets. We should not trade with China until they pledge to ban these barbaric, unhygienic and dangerous practices that caused COVID-19 @talkRADIO @EliseDunweber https://t.co/HzgzI2HTMX",[]
Under Dome on GOD's Flat Earth,"""The [Civil Support Teams] are experts in working in hazardous material environments."" There are 57 CSTs spread throughout the National Guard – one in each state, territory and the District of Columbia, with two teams in CA, NY and FL.  https://t.co/336yTCXHlS",[]
Right in front of you ,"@theFejiroSagua Seriously 
I hate that I’m joking with covid-19 but I can’t help it 😂😂",[]
"California, USA",I need to practice social distancing from my refrigerator.  #Facts #StayHome https://t.co/HGUy8jrP4N,"[{'text': 'Facts', 'indices': [77, 83]}, {'text': 'StayHome', 'indices': [84, 93]}]"
,@aaroncarter This is NOT #SocialDistancing. Any reputable company should not be doing this right now!!! People are DYING! #COVIDー19 #FlattenTheCurve #coronavirus https://t.co/BJo5k5zr9w,"[{'text': 'SocialDistancing', 'indices': [46, 63]}]"
"Chicago, IL","In times like these, we must rally together and support those most affected by #COVID19. That’s why we are investing $2.5M to support relief efforts across our communities. Together, we will get through this. #FuelingHope 
Learn More: https://t.co/dqOkjrYSLm https://t.co/20HBflQcKv","[{'text': 'COVID19', 'indices': [98, 106]}]"
東京,We would like to express our appreciation to the Japanese doctors and nurses who provided excellent medical care to Australian COVID-19 patients who were evacuated from the Diamond Princess @JPN_PMO @MofaJapan_en https://t.co/uaHqSkmsq3,[]
Home base Jakarta ,"My wife has #COVIDー19 symptoms. Didn't want to be away from her, so now I do too. We are totally quarantined at home. Symptoms:
Carmel had a fever, I didn't. Both have sore throats, aching legs (hurt like f***). She has lost all taste and can't take deep breaths. 
#StayHome","[{'text': 'COVIDー19', 'indices': [30, 39]}]"
,"One of my coworkers died today from #COVID19. Not much older, great guy. We were just sitting together a couple weeks ago, talking about whatever. The next time I saw him, he was admitted to the ICU. And that was the last time I saw him.

My whole body feels numb. 💔","[{'text': 'COVID19', 'indices': [53, 61]}]"
"California, USA","Texans deserve better from Senator @JohnCornyn. The economic stimulus package shouldn’t be a slush fund for big corporations and the wealthiest in America.

It should instead have strong protections for workers and small businesses that have been hit the hardest by #Coronavirus. https://t.co/MyQW2bf1LT",[]
"Port Harcourt, Nigeria","Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century Cuban doctors have been at the forefront of the medical response, no matter what the country.  https://t.co/DxiVLWMeIT",[]
,"I would like to challenge all the wealthy politicians (that’s almost all of them) to donate 2 months salary (@realDonaldTrump always does this)to help small business function for the 15 day moratorium. Yes @SpeakerPelosi I’m talking to YOU!
Retweet if you agree! #COVID19",[]
ENUGU Nigeria,"Together, we can slow the spread of #COVID19. Here are the most recent guidelines for Americans from the @WhiteHouse and @CDCgov. #coronavirus https://t.co/ttyiPQfM60","[{'text': 'COVID19', 'indices': [48, 56]}]"
"Oakland, CA","MY HOMETOWN ✨HAYWARD CA✨ is doing free COVID-19 testings everyday from 9am-6pm @ Station 7 Fire Department on Huntwood &amp; Tennyson!

Be safe Bay Area 👋🏾",[]
,"Today, Tim Martin sent us a video of himself seemingly at home with a drink of something, whilst his staff are left wondering if their jobs are safe. This is our response. #Coronavirus #lockdown #Spoonstrike #TimMartin https://t.co/OXmpeRjo9r",[]
"Everett, WA","New guidance from @CDCgov on homeless #COVID19 Unless individual housing units are available, don't clear encampments. Clearing encampments can cause people to disperse throughout the community and break connections with service providers. 
https://t.co/b7NHRwgurz","[{'text': 'COVID19', 'indices': [51, 59]}]"
,"@ArnabGoswamiRtv @TOI
Why does the TOI project wrong information to India about PMC depositors getting 75000 relief,.. PMC depositors are  SUFFERING, 6 months  much before COVID-19. Why is govt and RBI deaf to the cries of dying citizens.. They can save all, but not PMC. WHY??",[]
,"⚠️#HongKong (7.5 million) enacted strict containment measures and had only 150 #COVID19 cases in early March. Then they let their guard down, and the number of cases almost doubled.

As soon as we let our foot off the brake, the #coronavirus will SPREAD.🦠
https://t.co/lcLYzTACjb","[{'text': 'HongKong', 'indices': [21, 30]}, {'text': 'COVID19', 'indices': [98, 106]}]"
"Bushwood, Maryland",@SpeakerPelosi @HouseDemocrats What the hell does this have to do with helping Americans struggling because of COVID-19? https://t.co/iNSP1aI3VU,[]
,@AlsAgainst I am an artist. I could paint something that resembles the Italian photo but I don’t want to be disrespectful to the victims of COVID-19 and their loved ones. I wonder if a collage of coffins piled up by age ranges? Like a chart? I know of some very young people who died of ALS.,[]
,"PM @BorisJohnson gives an important update on #coronavirus 
#StayHomeSaveLives https://t.co/MQo2EVVDcD","[{'text': 'coronavirus', 'indices': [67, 79]}, {'text': 'StayHomeSaveLives', 'indices': [81, 99]}]"
Luque-Paraguay ,"A Brazilian in Paraguay, amazed and grateful for how seriously the country / this particular store is taking #coronavirus. Temp check and obligatory hand washing before you can shop. https://t.co/DYYjtILdXQ","[{'text': 'coronavirus', 'indices': [122, 134]}]"
Hampshire,"New UK #coronavirus rules.  DON'T LEAVE HOME apart from

1. Grocery shopping only if u must
2. One exercise a day (alone or with household)
3. Travel to / from work (if can't work at home)

PLEASE LISTEN PEOPLE OR WE WILL RIGHTLY LOSE ALL FREEDOM TO LEAVE HOMES AT ALL.","[{'text': 'coronavirus', 'indices': [25, 37]}]"
Going for an interview?,"@BreakfastNews @Anne_Ruston @Anne_Ruston , no,these demands  are not extraordinary, they are exactly what you would expect. It's extraordinary that you &amp; your government failed to act after being aware of Covid-19 late December early January. How dare you try and shift the blame! Still no duty of care 🤬",[]
,"A scam COVID-19 text is doing the rounds, if you receive this text, rest assured it is a SCAM and you should delete it.
#Scam #coronavirusscam https://t.co/TdWVbwpfjz",[]
"Chippenham, Wiltshire","All NHS healthcare workers must have access to FREE hospital parking. 

Plse RT. ❤️

@BorisJohnson @matt_hancock - please make sure this happens. 

#COVID19 #UKlockdown",[]
Northern Colorado and Wyoming ,"ICYMI, our gamification workshop - originally scheduled for Thursday, March 26 - has been postponed due to COVID-19. Stay well!",[]
vancouver bc,"COVID-19 Need to Know: 

✅ Maintain a physical distance of 2 metres to help stop the spread of #COVID19. If you’re gathering in groups or going outside unnecessarily, you're risking the lives of others.

@FireChiefReid @ParkBoard @VCHhealthcare @VanFireRescue https://t.co/b9v1Q3Y2ik","[{'text': 'COVID19', 'indices': [116, 124]}]"
"Becket, MA","My home LARP campsite owners are going through tough times with the COVID-19 closures. They can't open for the season . Consider a one time donation to help them make ends meet
https://t.co/ozzQzEHW3l",[]
Arizona,"Get important information about COVID-19 and resources available by calling 2-1-1 or going to https://t.co/xtpe8Jl1W3. 
https://t.co/uA8lIzd8Hv",[]
,"66 cases of Covid-19 in Sask...

That's not really, how the French say, Lemieux... https://t.co/Sh6uNyrHOI",[]
"Ball Ground, GA","Today, I am sad to announce that we have lost twenty-five Georgians to #COVID19. As we mourn, I ask my fellow Georgians to lift up their loved ones in prayer. 

Please keep them in your hearts and minds.","[{'text': 'COVID19', 'indices': [84, 92]}]"
,When you’re a goalkeeper... and an only child... in self isolation... and trying to keep up with your training... 😂😂came up with this himself! I’m so impressed. #coronavirus #StayHomeStaySafe https://t.co/FFzJ1LE3N1,[]
,Harvey Weinstein being diagnosed with #coronavirus is not as shocking  as the fact that he was given early access to a test that plenty non-convicted-rapists are begging for.,"[{'text': 'coronavirus', 'indices': [56, 68]}]"
,"Why Is Anyone Surprised That People Who Support Killing #BabiesBornAlive 

And Threaten The Lives Of #SCOTUS Judges

Would Hold Americans Hostage

And Block The #CoronaVirus Economic Relief Bill

Until It Includes 
Their Marxist Policies

#WuhanCoronaVirus
https://t.co/Csq1H3VnJn","[{'text': 'BabiesBornAlive', 'indices': [72, 88]}, {'text': 'SCOTUS', 'indices': [117, 124]}]"
UK,"“Social distancing is a privilege. There is a hashtag trending: #StayHome. They can’t do that. They don’t have a home to stay in.”

More than 70 million internally displaced and #refugees in crowded camps, await the arrival of the #coronavirus pandemic. 
https://t.co/vDwKrss8kB","[{'text': 'StayHome', 'indices': [82, 91]}]"
"Motherwell, Scotland",Watch below for clear guidance from @NicolaSturgeon @ScotGovFM on the very limited circumstances in which we may leave our homes for the next 3 weeks. #coronavirus #StayHomeSaveLives https://t.co/QZ5259GtpB,[]
Herefordshire ,"The COVID-19 outbreak is arguably one of the greatest public health challenges of our time – not least for general practice, where over 1 million patients are already treated every day.

https://t.co/bTHFUATgFT",[]
,"Tenants can’t pay rent if they can’t earn a living.

Let’s #CancelRent for 90 days to keep people in their homes during the #coronavirus crisis https://t.co/jaiab720YY","[{'text': 'CancelRent', 'indices': [76, 87]}]"
"Houston, TX",".@TexasSouthern announced Monday that a staff member has been diagnosed with the novel coronavirus, COVID-19.

The staff member, who is symptomatic, has been hospitalized and is receiving treatment. This is the first known case for the university. 

https://t.co/hMWXIletmT",[]
"Lahore, Pakistan.","Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century Cuban doctors have been at the forefront of the medical response, no matter what the country.  https://t.co/DxiVLWMeIT",[]
,"Energy challenger Octopus draws interest from Australia’s Origin | Business News - https://t.co/lPuPXs3wWA

One of Britain’s fastest-growing energy suppliers has been holding talks to sell a big stake to a major Australian utility even as the COVID-19 pandemic throws global d... https://t.co/zDwL0uY510",[]
Venezia,"Depiction of the Evolution of Cumulative #COVID19 Confirmed Cases per country (excluding China, for the sake of presentation), since the country reached 100 cases. 

Data: Data: @OurWorldInData /@ECDC_EU, retrieved on March 23, 2020 https://t.co/6jDT6NAP0l","[{'text': 'COVID19', 'indices': [58, 66]}]"
"London, England","Pence said his Covid-19 nasal swab was ""invasive"".
Pence, who tried to pass legislation forcing women to have a transvaginal ultrasound to access abortion.
Have someone stick a wand up your gee and give your cervix a twiddle without consent and come back to us on invasive, Mike.",[]
,"Here's our most popular cartoons from last week. See them at: https://t.co/IYjoEAPHWH
Get them every week in our FREE EMAIL NEWSLETTER: https://t.co/xUOexB88tl
Share and follow me on https://t.co/sMLY6O58bX
#COVIDIOTS #COVIDー19 #COVID19 
by Rick McKee https://t.co/LJQJZxjnAE",[]
"Belfast, Northern Ireland",The State’s Chief Medical Officer was keen to stress tonight the importance of an all island approach to #covid19. Says he’s working closely with colleagues in the North. The UK Govt announcement tonight places a lot of pressure on the Republic’s current measures.,"[{'text': 'covid19', 'indices': [126, 134]}]"
Cornwall 💙,"PM @BorisJohnson gives an important update on #coronavirus 
#StayHomeSaveLives https://t.co/MQo2EVVDcD","[{'text': 'coronavirus', 'indices': [67, 79]}, {'text': 'StayHomeSaveLives', 'indices': [81, 99]}]"
,Researchers at UC Irvine will be among first in nation to test experimental anti-viral drug as treatment for #coronavirus https://t.co/H6Cd8F7IQT,"[{'text': 'coronavirus', 'indices': [119, 131]}]"
Rotherham,"Boris Johnson saying the government will bring 7,000 medical professionals out of retirement like it’s something to be proud off. This just goes to show how badly the Tories have fucked our NHS over the last decade. 
#coronavirus",[]
Bmore&DC,"We are hosting a print sale to support photographers of color financially impacted by COVID-19.  

SIGN UP HERE: https://t.co/oCyzgn7KUR",[]
"Roma, Lazio","After days of loading supplies, @USNavy hospital ship #USNSMercy departs @NavBaseSD today to help with the #COVID19 response efforts in Los Angeles. Mercy’s medical professionals will treat non-COVID-19 patients to allow shore-based hospitals to focus on #coronavirus patients. https://t.co/C4giH1n0yv","[{'text': 'USNSMercy', 'indices': [73, 83]}, {'text': 'COVID19', 'indices': [126, 134]}]"
under the captain,".@GovernorTomWolf and @PAHealthDept today issued “Stay at Home” orders to Allegheny, Bucks, Chester, Delaware, Monroe, Montgomery, and Philadelphia counties, as the state seeks relief to save lives and stop the spread of COVID-19. 

https://t.co/RgOAj3MkPW",[]
chakwal punjab pakistan,"A shipment of 800,000 #Covid_19 testing kits supplied by #China arrived in #Indonesia capital Jakarta on Monday #CoronavirusPandemic https://t.co/C7gUIn5Jxm","[{'text': 'Covid_19', 'indices': [35, 44]}, {'text': 'China', 'indices': [70, 76]}, {'text': 'Indonesia', 'indices': [88, 98]}]"
"Riviera Beach, FL","The federal gov't must partner with states IMMEDIATELY to produce #COVID19 testing kits that can be deployed ASAP to every corner of US. We need roadside testing at travel chokepoints &amp; sidewalk testing on city streets, in addition to tests at hospitals &amp; health care facilities.","[{'text': 'COVID19', 'indices': [84, 92]}]"
,Coronavirus Disease (COVID-19) -Live update by Countries of active https://t.co/MpYBV7jc0w,[]
New delhi,HIV infection came from Chimpanzees. #Coronavirus from bats/snakes. I am happy to be a #vegetarian.,"[{'text': 'Coronavirus', 'indices': [57, 69]}, {'text': 'vegetarian', 'indices': [107, 118]}]"
the open source side,"More countries are calling for the Tokyo Olympics to be postponed because of the #coronavirus pandemic.

▪️ Australia, Canada + Switzerland all called for a delay
▪️ UK + Norway officials say holding them this year is unsafe
▪️ Japan’s PM admitted a delay is ""inevitable"" https://t.co/Zrlhs5mFoJ","[{'text': 'coronavirus', 'indices': [93, 105]}]"
#Maldives #Hinnavaru,"🚨BREAKING: A man DIED &amp; his wife is in ICU after they ingested #chloroquine, one of the anti-malarials that @realDonaldTrump touted.

Chloroquine/#hydroxychloroquine have NOT been proven effective against #coronavirus &amp; can cause FATAL heart arrhythmias.
https://t.co/kagJQpkzNz","[{'text': 'chloroquine', 'indices': [86, 98]}]"
"Leicestershire, England.",Please join me for an important update on #coronavirus #StayHomeSaveLives https://t.co/QSlIOIaYsF,"[{'text': 'coronavirus', 'indices': [60, 72]}, {'text': 'StayHomeSaveLives', 'indices': [73, 91]}]"
Earth ,Y'all tough huh 😂😂😂😂😂 #coronavirus #melissairish #comedy https://t.co/s6MiYzzfzD,"[{'text': 'coronavirus', 'indices': [22, 34]}, {'text': 'melissairish', 'indices': [35, 48]}, {'text': 'comedy', 'indices': [49, 56]}]"
LOS ANGELES TO ALABAMA #DefJam,"Amen. Tenants who have lost their jobs or are struggling financially during the #COVID19 pandemic should not have to choose between feeding their families or keeping a roof over their head.

We need to #CancelRent for 90 days to keep NYers healthy and in their homes. https://t.co/xIOVyn3N29","[{'text': 'COVID19', 'indices': [99, 107]}]"
,"10. India has sent Maldives a 14 member medical team comprising of pulmonologists, anaesthetists, physicians &amp; lab technicians and also a large composite of COVID-19 medical relief to assist Maldives health authorities.

11. India has screened 1,057,506 people from 30 airports",[]
Lagos- Nigeria,"This is the first time in my Entire life that I would be scared for the 🌎 

 No one knows who’s Covid-19 free or not please let’s all try our best to stay safe.

 #HardTimesDon’tLast
#TheWorldWillBeFine
#IBelieve","[{'text': 'HardTimesDon', 'indices': [163, 176]}, {'text': 'TheWorldWillBeFine', 'indices': [183, 202]}, {'text': 'IBelieve', 'indices': [203, 212]}]"
,"#Covid_19
#StayAtHome
Vladimir Putin has given Russians two options.

You stay at home for 2 weeks or you go to jail for 5years. 
No middle ground.

RUSSIA: Vladimir Putin has Dropped 800 tigers and Lions all over the Country to push people to stay Home.. Stay Safe Everyone!! https://t.co/vI1NSpe5TR","[{'text': 'Covid_19', 'indices': [15, 24]}, {'text': 'StayAtHome', 'indices': [25, 36]}]"
Brazil,COVID-19 HPC Consortium https://t.co/sEuJbcsfDf,[]
"Oregon, USA",OFB info for Farm Bureau members about our work on agriculture and shelter-in-place: https://t.co/Kl5LxDZmRr #orleg #orpol #orag #covid19 #oregoncoronavirus #oregonlockdown https://t.co/X1EyHuV5iL,"[{'text': 'orleg', 'indices': [128, 134]}]"
,"Also if you don’t understand how legit this #Covid19 situation is here’s a pic of the #coronavirus ambulance at the station I work at. If we have a call for a suspected COVID patient, this is what we roll up in. #ERnurse #EMS #PHRN #paramedic #EmergencyMedicine https://t.co/HiwmAfkj3L","[{'text': 'Covid19', 'indices': [44, 52]}, {'text': 'coronavirus', 'indices': [86, 98]}, {'text': 'ERnurse', 'indices': [212, 220]}, {'text': 'EMS', 'indices': [221, 225]}, {'text': 'PHRN', 'indices': [226, 231]}, {'text': 'paramedic', 'indices': [232, 242]}, {'text': 'EmergencyMedicine', 'indices': [243, 261]}]"
